Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad,Descuento,Ganancia
3984,MX-2021-113082,10/26/2021,10/30/2021,Rápido,AD-10735,Alejandra Duarte,Cliente,Ibiúna,São Paulo,Brasil,Sur,MAT-SU-10003439,Material de oficina,Suministros,"Acme Tijeras, Industrial",541.2,3,0,129.6
3985,MX-2021-113082,10/26/2021,10/30/2021,Rápido,AD-10735,Alejandra Duarte,Cliente,Ibiúna,São Paulo,Brasil,Sur,MAT-ET-10004190,Material de oficina,Etiquetas,"Smead Etiquetas con códigos de color, Rojo",85.8,1,0,41
4010,MX-2022-118514,1/15/2022,1/21/2022,Estándar,TR-21280,Tobías Ramírez,Cliente,São Paulo,São Paulo,Brasil,Sur,TEC-CO-10004989,Tecnología,Copiadoras,"HP Fotocopiadora, Color",4892.7948,3,0.002,970.5948
4033,MX-2022-121846,10/13/2022,10/17/2022,Estándar,LC-17635,León Caballero,Empresa,Guarulhos,São Paulo,Brasil,Sur,MAT-GR-10004152,Material de oficina,Grapas,"Stockwell Clips, Al por mayor",540,6,0,183.6
4034,MX-2022-121846,10/13/2022,10/17/2022,Estándar,LC-17635,León Caballero,Empresa,Guarulhos,São Paulo,Brasil,Sur,MAT-AL-10000918,Material de oficina,Almacenamiento,"Eldon Carpetas, Azul",226.4,2,0,0
4035,MX-2022-121846,10/13/2022,10/17/2022,Estándar,LC-17635,León Caballero,Empresa,Guarulhos,São Paulo,Brasil,Sur,TEC-TE-10003910,Tecnología,Teléfonos,"Nokia Teléfono inteligente, Azul",4105,5,0,656
4046,MX-2021-168130,12/29/2021,1/2/2022,Estándar,AA-10390,Arturo Anguiano,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-CA-10001863,Material de oficina,Carpetas,"Cardinal Carpeta, Reciclado",473,5,0,94
4047,MX-2021-168130,12/29/2021,1/2/2022,Estándar,AA-10390,Arturo Anguiano,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-EL-10003493,Material de oficina,Electrodomésticos,"Breville Tostadora, Negro",1015.2,2,0,10
4195,MX-2022-126186,4/23/2022,4/27/2022,Estándar,DV-13285,Daniela Vélez,Cliente,Presidente Prudente,São Paulo,Brasil,Sur,TEC-AC-10002193,Tecnología,Accesorios,"Belkin Tarjeta de memoria, Blanco",6006.4,8,0,1561.6
4196,MX-2022-126186,4/23/2022,4/27/2022,Estándar,DV-13285,Daniela Vélez,Cliente,Presidente Prudente,São Paulo,Brasil,Sur,MAT-PA-10001009,Material de oficina,Papel,"SanDisk Recordadores, Multicolor",367.8,3,0,73.2
4197,MX-2022-126186,4/23/2022,4/27/2022,Estándar,DV-13285,Daniela Vélez,Cliente,Presidente Prudente,São Paulo,Brasil,Sur,MOB-SI-10002802,Mobiliario,Sillas,"Novimex Sillón, Negro",6073.6,2,0,1336
4230,MX-2022-101987,11/20/2022,11/24/2022,Estándar,DC-13645,Donatella Casas,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-CA-10004040,Material de oficina,Carpetas,"Cardinal Anillas, Transparente",64,2,0,14.4
4231,MX-2022-101987,11/20/2022,11/24/2022,Estándar,DC-13645,Donatella Casas,Cliente,São Paulo,São Paulo,Brasil,Sur,MOB-MO-10004368,Mobiliario,Mobiliario,"Advantus Marco de foto, Negro",353.2,1,0,130.6
4234,MX-2022-125290,7/2/2022,7/7/2022,Rápido,AS-10330,Armando Sánchez,Cliente,José Bonifácio,São Paulo,Brasil,Sur,MOB-LI-10004492,Mobiliario,Librerías,"Ikea Estante de esquina, Metal",1633.6,2,0,130.4
4281,MX-2021-147613,10/6/2021,10/12/2021,Estándar,EP-13810,Eleonor Pina,Empresa,Presidente Prudente,São Paulo,Brasil,Sur,MAT-AR-10004706,Material de oficina,Arte,"Sanford Libreta de dibujo, Metal",3116,10,0,1028
4318,MX-2022-109449,6/21/2022,6/27/2022,Estándar,KC-17200,Karmele Carbajal,Empresa,São Paulo,São Paulo,Brasil,Sur,MAT-AL-10002520,Material de oficina,Almacenamiento,"Tenex Bandejas, Tamaño completo",1084.8,3,0,216.6
4326,MX-2022-138835,12/31/2022,1/7/2023,Estándar,ÁM-10765,Álvaro Muñoz,Pequeña empresa,Franca,São Paulo,Brasil,Sur,MAT-PA-10000018,Material de oficina,Papel,"Eaton Agenda, Multicolor",293.2,2,0,105.2
4367,MX-2023-169824,8/21/2023,8/27/2023,Estándar,JM-16825,Joaquina Meraz,Empresa,Caraguatatuba,São Paulo,Brasil,Sur,MAT-AL-10001194,Material de oficina,Almacenamiento,"Rogers Casilleros, Industrial",1414,1,0,452.4
4489,MX-2023-154900,10/7/2023,10/10/2023,Urgente,MC-18445,Marcel Corral,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MOB-LI-10000051,Mobiliario,Librerías,"Sauder Librería, Metal",4876,5,0,48
4490,MX-2023-154900,10/7/2023,10/10/2023,Urgente,MC-18445,Marcel Corral,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MAT-EL-10003854,Material de oficina,Electrodomésticos,"KitchenAid Batidora, Plateado",3320,5,0,232
4514,MX-2022-116155,11/27/2022,12/2/2022,Estándar,AP-10675,Alexis Ponce,Cliente,Lins,São Paulo,Brasil,Sur,MOB-SI-10000642,Mobiliario,Sillas,"Novimex Silla de playa, 2",642.8,2,0,83.2
4515,MX-2022-116155,11/27/2022,12/2/2022,Estándar,AP-10675,Alexis Ponce,Cliente,Lins,São Paulo,Brasil,Sur,TEC-TE-10002924,Tecnología,Teléfonos,"Cisco Auriculares, Tamaños variados",3043,5,0,365
4516,MX-2022-116155,11/27/2022,12/2/2022,Estándar,AP-10675,Alexis Ponce,Cliente,Lins,São Paulo,Brasil,Sur,MAT-CA-10004189,Material de oficina,Carpetas,"Ibico Cubierta de carpeta, Económico",455,5,0,191
4517,MX-2022-116155,11/27/2022,12/2/2022,Estándar,AP-10675,Alexis Ponce,Cliente,Lins,São Paulo,Brasil,Sur,MAT-SU-10004634,Material de oficina,Suministros,"Kleencut Abrecartas, Industrial",764.8,4,0,198.4
4559,MX-2021-164098,9/9/2021,9/13/2021,Estándar,TG-21055,Tamara González,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-SO-10001252,Material de oficina,Sobres,"Cameo Sobre de tipo Manila, Reciclado",1032,6,0,184.8
4603,MX-2022-140172,10/16/2022,10/23/2022,Estándar,AT-11500,Aniceto Toledo,Cliente,Tatuí,São Paulo,Brasil,Sur,MAT-CA-10003118,Material de oficina,Carpetas,"Acco Encuadernadora, Reciclado",2401,7,0,935.2
4627,MX-2023-151519,9/1/2023,9/6/2023,Estándar,VV-21550,Victoria Valdivia,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,TEC-MÁ-10004217,Tecnología,Máquinas,"Panasonic Impresora de tarjetas, Duradero",8117.2,7,0,2840.6
4633,MX-2021-160423,7/15/2021,7/19/2021,Estándar,LP-17725,Lía Pabón,Cliente,São José dos Campos,São Paulo,Brasil,Sur,MOB-SI-10003958,Mobiliario,Sillas,"Harbour Creations Taburete, 2",6079,5,0,790
4948,MX-2022-137568,3/7/2022,3/11/2022,Estándar,PA-19900,Patricia Agosto,Cliente,Sumaré,São Paulo,Brasil,Sur,MAT-EL-10003270,Material de oficina,Electrodomésticos,"Hamilton Beach Frigorífico, Blanco",6643.6,2,0,1660.8
4949,MX-2022-137568,3/7/2022,3/11/2022,Estándar,PA-19900,Patricia Agosto,Cliente,Sumaré,São Paulo,Brasil,Sur,TEC-AC-10004806,Tecnología,Accesorios,"Memorex Teclado, Negro",3816,8,0,1755.2
4991,MX-2023-102141,10/4/2023,10/9/2023,Estándar,IE-16255,Inmaculada Escobar,Empresa,Limeira,São Paulo,Brasil,Sur,MAT-SU-10001560,Material de oficina,Suministros,"Stiletto Cúter, Acero",707.4,3,0,332.4
5042,MX-2022-132129,7/4/2022,7/7/2022,Urgente,JB-16675,Josefa Bueno,Empresa,São Paulo,São Paulo,Brasil,Sur,MAT-AL-10001192,Material de oficina,Almacenamiento,"Smead Bandejas, Metal",1268,4,0,265.6
5043,MX-2022-132129,7/4/2022,7/7/2022,Urgente,JB-16675,Josefa Bueno,Empresa,São Paulo,São Paulo,Brasil,Sur,TEC-CO-10000278,Tecnología,Copiadoras,"Canon Fax, Rojo",6319.1364,3,0.002,873.5364
5044,MX-2022-132129,7/4/2022,7/7/2022,Urgente,JB-16675,Josefa Bueno,Empresa,São Paulo,São Paulo,Brasil,Sur,MAT-ET-10002124,Material de oficina,Etiquetas,"Hon Etiquetas para carpetas de archivos, Rojo",56.4,1,0,12.4
5067,MX-2021-162411,7/26/2021,8/1/2021,Estándar,BT-11710,Baltasar Téllez,Cliente,São Bernardo do Campo,São Paulo,Brasil,Sur,MAT-EL-10003362,Material de oficina,Electrodomésticos,"Breville Frigorífico, Rojo",17311,5,0,173
5128,MX-2021-156216,11/24/2021,11/26/2021,Urgente,AG-11260,Adrián Gálvez,Cliente,São Paulo,São Paulo,Brasil,Sur,MOB-SI-10000533,Mobiliario,Sillas,"Novimex Silla de playa, Rojo",919.2,3,0,91.8
5159,MX-2023-108602,11/4/2023,11/11/2023,Estándar,NB-19135,Nadia Badillo,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MAT-GR-10001666,Material de oficina,Grapas,"Stockwell Grapas, Metal",210.6,3,0,31.2
5160,MX-2021-168431,5/11/2021,5/14/2021,Urgente,KÁ-17245,Katia Ávila,Cliente,São Paulo,São Paulo,Brasil,Sur,MOB-LI-10002270,Mobiliario,Librerías,"Ikea Conjunto de estantes, Convencional",4542.4,4,0,1271.2
5161,MX-2021-168431,5/11/2021,5/14/2021,Urgente,KÁ-17245,Katia Ávila,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-CA-10003624,Material de oficina,Carpetas,"Avery Carpeta, Transparente",164.8,2,0,34.4
5162,MX-2021-168431,5/11/2021,5/14/2021,Urgente,KÁ-17245,Katia Ávila,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-CA-10001011,Material de oficina,Carpetas,"Wilson Jones Anillas, Transparente",79.8,3,0,27
5163,MX-2022-132269,6/20/2022,6/24/2022,Estándar,AT-10090,Alejandro Trejo,Cliente,Valinhos,São Paulo,Brasil,Sur,TEC-CO-10002728,Tecnología,Copiadoras,"Sharp Fotocopiadora con fax, Digital",4477.4272,4,0.002,1785.4272
5171,MX-2023-113173,7/8/2023,7/14/2023,Estándar,NA-19510,Norma Alemán,Pequeña empresa,Sumaré,São Paulo,Brasil,Sur,MAT-CA-10003905,Material de oficina,Carpetas,"Avery Perforador, Transparente",546.6,3,0,37.8
5175,MX-2023-139262,5/7/2023,5/11/2023,Estándar,BC-11830,Beltrán Comino,Empresa,Itapetininga,São Paulo,Brasil,Sur,MAT-SU-10004266,Material de oficina,Suministros,"Stiletto Cizallas, Acero",949.8,3,0,218.4
5183,MX-2023-145828,4/9/2023,4/13/2023,Estándar,CL-12205,Camilo Laderas,Cliente,Birigui,São Paulo,Brasil,Sur,TEC-AC-10000649,Tecnología,Accesorios,"Memorex Tarjeta de memoria, Programable",691.8,1,0,214.4
5184,MX-2023-145828,4/9/2023,4/13/2023,Estándar,CL-12205,Camilo Laderas,Cliente,Birigui,São Paulo,Brasil,Sur,MAT-AR-10004588,Material de oficina,Arte,"Boston Rotuladores, Al por mayor",532.8,3,0,74.4
5185,MX-2023-145828,4/9/2023,4/13/2023,Estándar,CL-12205,Camilo Laderas,Cliente,Birigui,São Paulo,Brasil,Sur,MAT-ET-10000458,Material de oficina,Etiquetas,"Novimex Etiquetas de envío, Duradero",454.8,6,0,99.6
5186,MX-2023-145828,4/9/2023,4/13/2023,Estándar,CL-12205,Camilo Laderas,Cliente,Birigui,São Paulo,Brasil,Sur,MAT-AR-10002897,Material de oficina,Arte,"Stanley Rotuladores, Tamaños variados",676.8,4,0,175.2
5188,MX-2022-131331,8/3/2022,8/9/2022,Estándar,EM-13945,Emanuel Mesa,Cliente,Santana de Parnaíba,São Paulo,Brasil,Sur,TEC-AC-10001341,Tecnología,Accesorios,"SanDisk Teclado, Negro",3267.6,6,0,816
5266,MX-2021-132549,5/12/2021,5/12/2021,Mismo día,DB-13330,Darío Briones,Cliente,Itapeva,São Paulo,Brasil,Sur,MAT-GR-10001635,Material de oficina,Grapas,"Accos Clips, Tamaños variados",153.2,2,0,0
5317,MX-2023-168284,10/25/2023,10/31/2023,Estándar,HM-15745,Humberto Montalvo,Cliente,Lorena,São Paulo,Brasil,Sur,MAT-GR-10000223,Material de oficina,Grapas,"Accos Grapadoras, Paquete de 12",1128.6,9,0,122.4
5318,MX-2023-168284,10/25/2023,10/31/2023,Estándar,HM-15745,Humberto Montalvo,Cliente,Lorena,São Paulo,Brasil,Sur,MAT-AL-10002889,Material de oficina,Almacenamiento,"Eldon Archivador móvil, Industrial",1711.6,2,0,0
5319,MX-2023-168284,10/25/2023,10/31/2023,Estándar,HM-15745,Humberto Montalvo,Cliente,Lorena,São Paulo,Brasil,Sur,MAT-CA-10000847,Material de oficina,Carpetas,"Ibico Carpeta, Económico",412.8,4,0,152
5320,MX-2023-168284,10/25/2023,10/31/2023,Estándar,HM-15745,Humberto Montalvo,Cliente,Lorena,São Paulo,Brasil,Sur,TEC-MÁ-10000474,Tecnología,Máquinas,"Epson Calculadora, Blanco",896.4,3,0,89.4
5395,MX-2023-140557,10/6/2023,10/10/2023,Estándar,LL-18085,Luisa Liébanas,Cliente,Guarulhos,São Paulo,Brasil,Sur,MAT-CA-10001945,Material de oficina,Carpetas,"Acco Perforador, Transparente",394.4,2,0,66.8
5396,MX-2023-140557,10/6/2023,10/10/2023,Estándar,LL-18085,Luisa Liébanas,Cliente,Guarulhos,São Paulo,Brasil,Sur,MAT-SU-10002909,Material de oficina,Suministros,"Kleencut Cizallas, Acero",1231.2,4,0,541.6
5397,MX-2023-140557,10/6/2023,10/10/2023,Estándar,LL-18085,Luisa Liébanas,Cliente,Guarulhos,São Paulo,Brasil,Sur,MAT-AL-10002073,Material de oficina,Almacenamiento,"Rogers Estanterías, Azul",414.2,1,0,107.6
5505,MX-2021-147312,6/30/2021,7/3/2021,Urgente,AF-10195,Adela Feliciano,Empresa,Jundiaí,São Paulo,Brasil,Sur,MAT-SO-10001144,Material de oficina,Sobres,"Cameo Sobre empresarial, 50",452,4,0,148.8
5506,MX-2021-147312,6/30/2021,7/3/2021,Urgente,AF-10195,Adela Feliciano,Empresa,Jundiaí,São Paulo,Brasil,Sur,MOB-SI-10000771,Mobiliario,Sillas,"Hon Mecedora, Ajustable",1774.8,2,0,35.2
5537,MX-2020-154641,10/15/2020,10/19/2020,Estándar,AÁ-10015,Abel Ángel,Cliente,Barueri,São Paulo,Brasil,Sur,TEC-AC-10000061,Tecnología,Accesorios,"Logitech Ratón, Programable",615.6,3,0,227.4
5555,MX-2022-111437,11/7/2022,11/14/2022,Estándar,IV-16135,Iván Valle,Pequeña empresa,Jacareí,São Paulo,Brasil,Sur,MAT-AR-10001706,Material de oficina,Arte,"BIC Subrayadores, Azul",378.6,3,0,154.8
5600,MX-2021-148663,6/14/2021,6/18/2021,Estándar,CG-12565,Claudio García,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-SO-10004945,Material de oficina,Sobres,"Jiffy Sobres de uso interno, Reciclado",603.2,2,0,204.8
5601,MX-2021-148663,6/14/2021,6/18/2021,Estándar,CG-12565,Claudio García,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-GR-10002680,Material de oficina,Grapas,"Stockwell Grapas, Metal",436.8,6,0,205.2
5602,MX-2021-148663,6/14/2021,6/18/2021,Estándar,CG-12565,Claudio García,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-SO-10000096,Material de oficina,Sobres,"Cameo Cierre adhesivo, Plateado",312,2,0,15.6
5616,MX-2021-143091,6/3/2021,6/7/2021,Estándar,BS-12130,Benjamín Saavedra,Cliente,José Bonifácio,São Paulo,Brasil,Sur,MOB-MO-10001015,Mobiliario,Mobiliario,"Rubvermaid Bombilla, Duradero",529,5,0,111
5617,MX-2021-143091,6/3/2021,6/7/2021,Estándar,BS-12130,Benjamín Saavedra,Cliente,José Bonifácio,São Paulo,Brasil,Sur,MAT-PA-10001943,Material de oficina,Papel,"SanDisk Recordadores, Paquete de 12",281.6,2,0,11.2
5688,US-2023-165267,10/4/2023,10/9/2023,Estándar,CC-12610,Carla Canales,Empresa,São Paulo,São Paulo,Brasil,Sur,MOB-ME-10000498,Mobiliario,Mesas,"Bevis Mesa de ordenador, Rectangular",5248.96,2,0.2,-1246.64
5689,MX-2023-104388,11/10/2023,11/15/2023,Estándar,FB-14980,Fuensanta Barrios,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-CA-10002885,Material de oficina,Carpetas,"Cardinal Cubierta de carpeta, Económico",240,3,0,38.4
5742,MX-2023-130211,7/14/2023,7/16/2023,Urgente,AM-11365,Araceli Manzanares,Empresa,Americana,São Paulo,Brasil,Sur,MOB-SI-10001406,Mobiliario,Sillas,"SAFCO Mecedora, 2",2743.2,3,0,795
5743,MX-2023-130211,7/14/2023,7/16/2023,Urgente,AM-11365,Araceli Manzanares,Empresa,Americana,São Paulo,Brasil,Sur,MAT-SO-10000032,Material de oficina,Sobres,"Jiffy Sobre empresarial, Rojo",910,7,0,218.4
5744,MX-2023-130211,7/14/2023,7/16/2023,Urgente,AM-11365,Araceli Manzanares,Empresa,Americana,São Paulo,Brasil,Sur,MOB-SI-10002564,Mobiliario,Sillas,"Novimex Silla plegable, Negro",1064,2,0,478.8
5745,MX-2023-130211,7/14/2023,7/16/2023,Urgente,AM-11365,Araceli Manzanares,Empresa,Americana,São Paulo,Brasil,Sur,TEC-CO-10004085,Tecnología,Copiadoras,"HP Fax, 2",9978.004,5,0.002,3279.004
5771,MX-2021-162810,9/13/2021,9/18/2021,Rápido,ER-14305,Enric Ruiz,Cliente,Itapecerica da Serra,São Paulo,Brasil,Sur,MOB-SI-10000984,Mobiliario,Sillas,"Hon Mecedora, Negro",854.6,1,0,410.2
5815,MX-2023-166625,3/7/2023,3/11/2023,Estándar,JB-16675,Josefa Bueno,Empresa,Barueri,São Paulo,Brasil,Sur,MAT-SO-10000689,Material de oficina,Sobres,"GlobeWeis Sobres de uso interno, 50",318.8,1,0,63.6
5816,MX-2023-166625,3/7/2023,3/11/2023,Estándar,JB-16675,Josefa Bueno,Empresa,Barueri,São Paulo,Brasil,Sur,MAT-EL-10003362,Material de oficina,Electrodomésticos,"Breville Frigorífico, Rojo",6924.4,2,0,69.2
5904,MX-2022-155635,10/29/2022,11/2/2022,Estándar,UL-21340,Ulises Lebrón,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-AL-10003691,Material de oficina,Almacenamiento,"Fellowes Archivador móvil, Metal",4546,5,0,227
6007,MX-2023-115679,7/10/2023,7/12/2023,Rápido,BR-11845,Basilio Ruiz,Empresa,Taubaté,São Paulo,Brasil,Sur,MAT-PA-10004174,Material de oficina,Papel,"Eaton Papel de tipo pergamino, Premium",269.4,3,0,85.8
6039,MX-2023-169530,6/9/2023,6/11/2023,Urgente,GO-15025,Gabriel Osorio,Cliente,Bragança Paulista,São Paulo,Brasil,Sur,MAT-PA-10001204,Material de oficina,Papel,"Green Bar Agenda, Multicolor",840,5,0,92
6059,MX-2021-126634,10/17/2021,10/23/2021,Estándar,LV-17470,Leire Velázquez,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MAT-SO-10003846,Material de oficina,Sobres,"Cameo Cierre adhesivo, 50",1120,8,0,67.2
6060,MX-2021-126634,10/17/2021,10/23/2021,Estándar,LV-17470,Leire Velázquez,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MAT-GR-10000610,Material de oficina,Grapas,"Stockwell Cintas de goma, Tamaños variados",372.8,4,0,55.2
6061,MX-2021-126634,10/17/2021,10/23/2021,Estándar,LV-17470,Leire Velázquez,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MAT-CA-10002183,Material de oficina,Carpetas,"Acco Separadores, Reciclado",417.2,7,0,91
6062,MX-2021-126634,10/17/2021,10/23/2021,Estándar,LV-17470,Leire Velázquez,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,TEC-CO-10001899,Tecnología,Copiadoras,"Brother Fotocopiadora personal, Color",3841.1024,4,0.002,1377.1024
6073,MX-2020-148033,5/25/2020,5/29/2020,Estándar,CM-12625,Crístofer Mayo,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,TEC-TE-10004601,Tecnología,Teléfonos,"Apple Cargador, Tamaño completo",8500,2,0,1190
6074,MX-2020-148033,5/25/2020,5/29/2020,Estándar,CM-12625,Crístofer Mayo,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,TEC-AC-10000506,Tecnología,Accesorios,"Enermax Memoria USB, Programable",2007.6,7,0,621.6
6133,MX-2022-155390,12/26/2022,12/30/2022,Estándar,DC-13645,Donatella Casas,Cliente,Campo Limpo Paulista,São Paulo,Brasil,Sur,MAT-PA-10000818,Material de oficina,Papel,"Eaton Agenda, Reciclado",409.8,3,0,126.6
6160,MX-2021-166758,10/23/2021,10/25/2021,Urgente,AQ-11020,Andrés Quintero,Empresa,São Paulo,São Paulo,Brasil,Sur,MOB-LI-10000111,Mobiliario,Librerías,"Ikea Vitrina, Blanco",2899.2,3,0,811.2
6237,MX-2021-116757,11/2/2021,11/8/2021,Estándar,NV-19360,Normán Venegas,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-GR-10001148,Material de oficina,Grapas,"Stockwell Clips, Tamaños variados",226.8,3,0,56.4
6238,MX-2021-116757,11/2/2021,11/8/2021,Estándar,NV-19360,Normán Venegas,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-CA-10001866,Material de oficina,Carpetas,"Ibico Perforador, Duradero",639,3,0,229.8
6354,MX-2021-108735,6/14/2021,6/21/2021,Estándar,EC-14410,Eusebio Cano,Pequeña empresa,Jaú,São Paulo,Brasil,Sur,MOB-MO-10004358,Mobiliario,Mobiliario,"Eldon Bandeja apiladora, Surtido",1262.4,6,0,416.4
6357,MX-2023-160241,12/10/2023,12/12/2023,Rápido,CV-12700,Clarisa Valle,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MOB-LI-10002242,Mobiliario,Librerías,"Ikea Conjunto de estantes, Blanco",5762,5,0,2420
6358,MX-2023-160241,12/10/2023,12/12/2023,Rápido,CV-12700,Clarisa Valle,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MAT-SU-10004864,Material de oficina,Suministros,"Stiletto Tijeras, Azul",157.4,1,0,75.4
6366,MX-2020-156986,5/31/2020,6/3/2020,Rápido,NG-19165,Noemí González,Cliente,Jaú,São Paulo,Brasil,Sur,TEC-TE-10000685,Tecnología,Teléfonos,"Apple Teléfono inteligente, Al por mayor",7403.4,9,0,1627.2
6383,MX-2022-132045,6/18/2022,6/20/2022,Rápido,CM-12820,Cornelio Marín,Pequeña empresa,Jundiaí,São Paulo,Brasil,Sur,MAT-CA-10000901,Material de oficina,Carpetas,"Acco Carpeta, Económico",303,3,0,90.6
6384,MX-2022-132045,6/18/2022,6/20/2022,Rápido,CM-12820,Cornelio Marín,Pequeña empresa,Jundiaí,São Paulo,Brasil,Sur,MAT-AL-10003691,Material de oficina,Almacenamiento,"Fellowes Archivador móvil, Metal",2727.6,3,0,136.2
6385,MX-2022-132045,6/18/2022,6/20/2022,Rápido,CM-12820,Cornelio Marín,Pequeña empresa,Jundiaí,São Paulo,Brasil,Sur,MAT-SO-10001438,Material de oficina,Sobres,"Kraft Sobre de hebilla, 50",120,2,0,54
6410,MX-2023-113236,9/1/2023,9/7/2023,Estándar,EO-13885,Edith Ojeda,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MAT-EL-10002067,Material de oficina,Electrodomésticos,"Hoover Tostadora, Plateado",1125.2,2,0,517.2
6479,MX-2022-140382,2/27/2022,3/2/2022,Urgente,PN-20005,Pedro Nino,Cliente,Santo André,São Paulo,Brasil,Sur,MOB-ME-10000493,Mobiliario,Mesas,"Chromcraft Mesa de ordenador, Rectangular",14112,6,0.2,4057.2
6480,MX-2022-140382,2/27/2022,3/2/2022,Urgente,PN-20005,Pedro Nino,Cliente,Santo André,São Paulo,Brasil,Sur,MOB-SI-10002196,Mobiliario,Sillas,"Novimex Sillón, Ajustable",9208.8,3,0,3959.4
6483,MX-2022-143434,12/26/2022,12/30/2022,Estándar,PL-19945,Piero Limón,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-AL-10001380,Material de oficina,Almacenamiento,"Smead Casilleros, Industrial",7956,6,0,1909.2
6594,MX-2023-128405,11/22/2023,11/24/2023,Urgente,IA-16270,Inocencio Arce,Cliente,Tupã,São Paulo,Brasil,Sur,MOB-SI-10000004,Mobiliario,Sillas,"Harbour Creations Mecedora, Ajustable",8974.8,9,0,3229.2
6760,MX-2023-161536,6/12/2023,6/17/2023,Estándar,SO-20800,Sandra Orta,Cliente,São Bernardo do Campo,São Paulo,Brasil,Sur,MAT-PA-10003351,Material de oficina,Papel,"Green Bar Recordadores, Premium",226,2,0,92.4
6761,MX-2023-161536,6/12/2023,6/17/2023,Estándar,SO-20800,Sandra Orta,Cliente,São Bernardo do Campo,São Paulo,Brasil,Sur,MAT-CA-10003037,Material de oficina,Carpetas,"Cardinal Perforador, Reciclado",972,5,0,0
6813,MX-2021-132157,11/22/2021,11/24/2021,Urgente,TR-21250,Trinidad Rubio,Cliente,São Paulo,São Paulo,Brasil,Sur,MOB-LI-10002053,Mobiliario,Librerías,"Sauder Librería clásica, Convencional",26159.4,9,0,5754.6
6814,MX-2021-132157,11/22/2021,11/24/2021,Urgente,TR-21250,Trinidad Rubio,Cliente,São Paulo,São Paulo,Brasil,Sur,MOB-MO-10000614,Mobiliario,Mobiliario,"Advantus Reloj, Negro",1370.4,4,0,396.8
6815,MX-2021-132157,11/22/2021,11/24/2021,Urgente,TR-21250,Trinidad Rubio,Cliente,São Paulo,São Paulo,Brasil,Sur,MAT-GR-10004456,Material de oficina,Grapas,"Stockwell Chinchetas, Tamaños variados",219.6,3,0,25.8
6853,MX-2023-138317,1/29/2023,1/31/2023,Urgente,AC-10930,Anabel Caraballo,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,MAT-ET-10002367,Material de oficina,Etiquetas,"Harbour Creations Etiquetas redondas, Rojo",131.4,3,0,46.8
6854,MX-2023-138317,1/29/2023,1/31/2023,Urgente,AC-10930,Anabel Caraballo,Pequeña empresa,São Paulo,São Paulo,Brasil,Sur,TEC-TE-10002629,Tecnología,Teléfonos,"Samsung Auriculares, Al por mayor",488.6,1,0,171
6982,MX-2021-102890,2/19/2021,2/21/2021,Urgente,RS-20620,Rocío Salcedo,Empresa,São Paulo,São Paulo,Brasil,Sur,MOB-SI-10001995,Mobiliario,Sillas,"Harbour Creations Silla plegable, 2",3338,5,0,1568
7037,MX-2022-169243,12/26/2022,1/2/2023,Estándar,JT-16855,Jonás Toro,Empresa,Jaú,São Paulo,Brasil,Sur,MAT-AL-10000301,Material de oficina,Almacenamiento,"Eldon Caja, Industrial",214.8,3,0,105
7101,MX-2021-115469,11/8/2021,11/14/2021,Estándar,LF-17500,Leticia Flórez,Cliente,São Paulo,São Paulo,Brasil,Sur,MOB-MO-10000633,Mobiliario,Mobiliario,"Advantus Marco, Premium",2926.4,4,0,1052.8
